movie_id,user_id,rating,date
6486,10268,3,2003-09-24
6495,10268,3,2004-09-29
6497,10268,3,2002-10-05
6498,10268,3,2003-10-17
6508,10268,3,2002-11-15
6510,10268,3,2000-01-20
6523,10268,3,2003-09-24
6532,10268,4,2000-01-20
6533,10268,3,2003-10-16
6552,10268,3,2001-04-03
6556,10268,2,2002-11-24
6565,10268,3,2003-03-31
6574,10268,4,2000-08-17
6585,10268,4,2000-01-06
6586,10268,3,2002-11-24
6587,10268,4,2003-08-21
6596,10268,4,2005-06-14
6606,10268,3,2003-02-14
6609,10268,3,2003-10-08
6616,10268,3,2002-09-26
6623,10268,3,2003-04-11
6631,10268,4,2005-06-20
6632,10268,3,2000-03-21
6637,10268,3,2000-12-30
6640,10268,2,2004-04-09
6641,10268,4,2005-05-06
6642,10268,3,2003-02-24
6665,10268,3,2004-12-17
6670,10268,2,2002-06-01
6673,10268,3,2004-09-03
6687,10268,3,2000-01-06
6690,10268,3,2003-04-03
6692,10268,4,2000-02-25
6699,10268,3,2003-04-30
6708,10268,3,2003-05-13
6716,10268,3,2003-10-17
6720,10268,4,2002-06-25
6726,10268,3,2001-07-18
6729,10268,3,2003-10-23
6735,10268,3,2002-06-01
6739,10268,4,2003-05-20
6754,10268,3,2005-08-09
6760,10268,3,2003-06-24
6796,10268,3,2001-03-25
6797,10268,3,2000-01-09
6821,10268,3,2003-10-23
6824,10268,4,2004-01-03
6829,10268,3,2002-09-07
6844,10268,3,2003-03-31
6850,10268,4,2005-10-14
6872,10268,3,2004-12-21
6874,10268,3,2004-05-06
6877,10268,3,2004-06-09
6893,10268,3,2003-01-11
6902,10268,5,2000-03-21
6908,10268,3,2000-03-21
6911,10268,3,2003-07-02
