user_id,movie_id,rating
10268,6265,2
10268,6268,2
10268,6274,5
10268,6285,3
10268,6287,4
10268,6291,3
10268,6299,3
10268,6318,3
10268,6336,2
10268,6337,2
10268,6345,2
10268,6347,3
10268,6352,4
10268,6355,4
10268,6357,3
10268,6378,4
10268,6382,4
10268,6386,3
10268,6398,3
10268,6400,3
10268,6408,4
10268,6418,3
10268,6428,5
10268,6445,5
10268,6449,3
10268,6451,3
10268,6464,3
10268,6470,4
10268,6475,4
10268,6477,3
10268,6481,2
10268,6482,2
10268,6486,3
10268,6495,3
10268,6497,3
10268,6498,3
10268,6508,3
10268,6510,3
10268,6523,3
10268,6532,4
10268,6533,3
10268,6552,3
10268,6556,2
10268,6565,3
10268,6574,4
10268,6585,4
10268,6586,3
10268,6587,4
10268,6596,4
10268,6606,3
10268,6609,3
10268,6616,3
10268,6623,3
10268,6631,4
10268,6632,3
10268,6637,3
10268,6640,2
10268,6641,4
10268,6642,3
10268,6665,3
10268,6670,2
10268,6673,3
10268,6687,3
10268,6690,3
10268,6692,4
10268,6699,3
10268,6708,3
10268,6716,3
10268,6720,4
10268,6726,3
10268,6729,3
10268,6735,3
10268,6739,4
10268,6754,3
10268,6760,3
10268,6796,3
10268,6797,3
10268,6821,3
10268,6824,4
10268,6829,3
10268,6844,3
10268,6850,4
10268,6872,3
10268,6874,3
10268,6877,3
10268,6893,3
10268,6902,5
10268,6908,3
10268,6911,3
10268,6912,4
10268,6915,3
10268,6923,3
10268,6931,4
10268,6935,4
10268,6936,2
10268,6960,3
10268,6966,2
10268,6971,4
10268,6972,5
10268,6974,4
10268,6988,3
10268,6989,4
10268,6993,3
10268,6994,3
10268,7007,5
10268,7009,4
10268,7024,3
10268,7031,4
10268,7040,3
10268,7051,3
10268,7057,4
10268,7064,2
10268,7067,3
10268,7069,3
10268,7071,3
10268,7083,3
10268,7091,3
10268,7121,3
10268,7125,3
10268,7127,5
10268,7131,3
10268,7141,4
10268,7150,3
10268,7155,4
10268,7163,4
10268,7165,2
10268,7208,4
10268,7219,3
10268,7221,3
10268,7224,3
10268,7230,4
10268,7233,4
10268,7234,4
10268,7237,4
10268,7239,3
10268,7249,3
10268,7267,3
10268,7270,4
10268,7275,3
10268,7281,3
10268,7330,5
10268,7338,3
10268,7350,3
10268,7356,3
10268,7363,3
10268,7374,3
10268,7381,2
10268,7383,3
10268,7391,3
10268,7395,3
10268,7397,4
10268,7399,4
10268,7401,3
10268,7404,3
10268,7406,4
10268,7419,3
10268,7430,4
10268,7433,3
10268,7434,3
10268,7436,3
10268,7453,3
10268,7474,3
10268,7475,4
10268,7483,3
10268,7494,3
10268,7499,4
10268,7509,4
10268,7511,5
10268,7512,2
10268,7513,4
10268,7517,2
10268,7534,3
10268,7536,3
10268,7563,4
10268,7584,3
10268,7585,3
10268,7586,5
10268,7590,4
10268,7594,3
10268,7600,4
10268,7605,4
10268,7613,3
10268,7617,4
10268,7624,5
10268,7627,3
10268,7630,3
10268,7631,3
10268,7632,3
10268,7635,3
10268,7642,3
10268,7643,3
10268,7647,4
10268,7659,3
10268,7674,3
10268,7701,3
10268,7704,3
10268,7706,4
10268,7708,3
10268,7713,3
10268,7728,3
10268,7732,3
10268,7739,4
10268,7742,4
10268,7745,4
10268,7756,4
10268,7769,2
10268,7771,3
10268,7782,2
10268,7826,3
10268,7828,3
10268,7841,3
10268,7854,2
10268,7882,3
10268,7892,4
10268,7895,3
10268,7904,3
10268,7911,3
10268,7928,3
10268,7937,4
10268,7971,3
10268,8014,3
10268,8016,4
10268,8019,4
10268,8020,3
10268,8037,3
10268,8041,3
10268,8045,4
10268,8046,3
10268,8050,4
10268,8051,3
10268,8072,3
10268,8077,3
10268,8078,3
10268,8086,3
10268,8091,3
10268,8092,4
10268,8099,3
10268,8101,2
10268,8107,4
10268,8110,3
10268,8116,4
10268,8117,3
10268,8118,3
10268,8120,2
10268,8122,3
10268,8123,2
10268,8132,3
10268,8134,4
10268,8141,3
10268,8148,3
10268,8159,2
10268,8176,3
10268,8178,4
10268,8181,4
10268,8204,3
10268,8216,3
10268,8219,3
10268,8232,3
10268,8239,3
10268,8254,2
10268,8259,2
10268,8275,4
10268,8292,4
10268,8304,3
10268,8311,2
10268,8317,3
10268,8327,5
10268,8333,4
10268,8337,2
10268,8339,3
10268,8357,3
10268,8366,3
10268,8370,3
10268,8376,3
10268,8379,4
10268,8384,3
10268,8387,3
10268,8393,4
10268,8405,3
10268,8409,2
10268,8413,3
10268,8418,3
10268,8424,3
10268,8429,2
10268,8437,3
10268,8447,5
10268,8453,3
10268,8463,3
10268,8466,3
10268,8467,4
10268,8470,2
10268,8483,3
10268,8493,3
10268,8497,3
10268,8502,3
10268,8505,3
10268,8507,3
10268,8512,4
10268,8517,3
10268,8526,4
10268,8531,4
10268,8536,3
10268,8544,2
10268,8569,3
10268,8583,3
10268,8584,3
10268,8586,3
10268,8589,3
10268,8596,3
10268,8613,4
10268,8621,3
10268,8623,3
10268,8641,3
10268,8644,4
10268,8651,5
10268,8669,4
10268,8673,3
10268,8682,4
10268,8687,4
10268,8709,3
10268,8716,3
10268,8722,4
10268,8740,3
10268,8743,3
10268,8744,5
10268,8782,3
10268,8784,4
10268,8793,3
10268,8803,3
10268,8806,4
10268,8818,3
10268,8826,3
10268,8830,3
10268,8832,4
10268,8837,2
10268,8840,5
10268,8870,3
10268,8872,3
10268,8883,4
10268,8897,2
10268,8904,5
10268,8915,3
10268,8918,3
10268,8920,2
10268,8928,3
10268,8930,3
10268,8954,4
10268,8981,4
10268,9003,3
10268,9005,3
10268,9023,4
10268,9024,3
10268,9035,3
10268,9037,4
10268,9040,4
10268,9042,3
10268,9043,3
10268,9046,4
10268,9049,4
10268,9051,4
10268,9066,3
10268,9070,3
10268,9076,3
10268,9087,3
10268,9097,3
10268,9099,3
10268,9110,4
10268,9111,4
10268,9112,5
10268,9125,3
10268,9131,3
10268,9136,3
10268,9144,4
10268,9146,1
10268,9152,3
10268,9156,4
10268,9170,3
10268,9175,4
10268,9177,3
10268,9185,3
10268,9189,5
10268,9190,3
10268,9204,3
10268,9205,3
11410,313,2
11410,483,3
11410,2152,1
11410,4881,3
11410,5515,5
11410,5807,1
11410,6029,4
11410,6347,2
11410,6386,3
11410,6450,4
11410,7240,3
11410,8159,5
11410,8370,5
11410,8782,5
11410,9205,2
14059,191,5
14059,242,4
14059,342,4
14059,425,5
14059,455,4
14059,457,3
14059,483,4
14059,615,5
14059,758,4
14059,851,4
14059,985,5
14059,1110,5
14059,1145,4
14059,1289,4
14059,1347,4
14059,1406,5
14059,1428,4
14059,1470,5
14059,1490,5
14059,1542,5
14059,1588,4
14059,1639,2
14059,1703,5
14059,1798,4
14059,1854,3
14059,1905,5
14059,2012,5
14059,2128,4
14059,2385,4
14059,2389,5
14059,2452,5
14059,2457,5
14059,2487,3
14059,2590,5
14059,2680,3
14059,2782,5
14059,2783,4
14059,2800,3
14059,2878,3
14059,2959,4
14059,3079,5
14059,3106,4
14059,3254,3
14059,3427,5
14059,3446,5
14059,3463,5
14059,3610,4
14059,3668,5
14059,3826,3
14059,3838,5
14059,3890,3
14059,4056,4
14059,4062,3
14059,4088,3
14059,4141,4
14059,4222,3
14059,4238,5
14059,4306,5
14059,4348,5
14059,4432,5
14059,4546,5
14059,4656,3
14059,4691,5
14059,4961,1
14059,4972,4
14059,5317,5
14059,5496,5
14059,5502,4
14059,5856,2
14059,5939,5
14059,6051,5
14059,6053,3
14059,6057,5
14059,6114,5
14059,6196,4
14059,6287,4
14059,6844,4
14059,6859,5
14059,6927,3
14059,6931,5
14059,7057,5
14059,7137,5
14059,7184,2
14059,7193,5
14059,7221,5
14059,7230,5
14059,7397,4
14059,7434,4
14059,7735,5
14059,7745,5
14059,7759,5
14059,7762,5
14059,7811,5
14059,7937,4
14059,7974,3
14059,8060,5
14059,8181,4
14059,8316,4
14059,8636,4
14059,8753,5
14059,8915,4
14059,8919,5
14059,9141,5
16135,290,4
16135,571,4
16135,788,4
16135,1180,5
16135,2173,5
16135,2254,3
16135,2372,3
16135,2612,3
16135,3151,3
16135,3274,3
16135,3333,3
16135,3579,3
16135,3624,4
16135,3825,3
16135,3905,4
16135,3938,4
16135,4159,4
16135,4269,2
16135,4356,3
16135,4432,4
16135,4727,4
16135,4745,3
16135,5223,4
16135,5226,5
16135,5421,4
16135,5448,3
16135,5496,3
16135,5692,5
16135,5762,3
16135,5814,2
16135,5862,5
16135,6037,3
16135,6134,4
16135,6366,2
16135,7130,3
16135,7149,2
16135,7513,4
16135,7524,4
16135,7544,4
16135,7627,1
16135,7757,2
16135,7879,5
16135,7895,4
16135,7991,2
16135,8014,2
16135,8079,3
16135,8099,3
16135,8376,3
16135,8387,3
16135,8636,2
20020,175,4
20020,197,3
20020,918,4
20020,1408,5
20020,1719,4
20020,1905,5
20020,2112,2
20020,2342,3
20020,2452,5
20020,3151,4
20020,3333,3
20020,3917,3
20020,3975,3
20020,4805,5
20020,5531,4
20020,5862,5
20020,5924,4
20020,5991,3
20020,6206,4
20020,6231,4
20020,7057,5
20020,7230,5
20020,7336,5
20020,7635,3
20020,8229,5
20020,8327,5
20020,8387,4
20020,8911,2
21361,483,3
21361,1145,4
21361,1542,5
21361,2612,3
21361,2660,5
21361,3208,5
21361,3936,5
21361,4123,3
21361,5054,5
21361,5112,5
21361,5191,3
21361,5317,5
21361,5589,3
21361,5939,5
21361,6099,4
21361,6347,5
21361,6844,3
21361,6972,4
21361,7234,5
21361,7240,5
21361,7397,5
21361,7624,5
21361,8159,2
21361,8728,3
21361,8764,2
21890,290,4
21890,361,4
21890,658,5
21890,758,3
21890,886,5
21890,989,2
21890,1220,5
21890,1252,4
21890,1300,5
21890,1625,5
21890,1905,5
21890,2186,4
21890,2290,5
21890,2372,5
21890,2430,5
21890,2452,5
21890,2782,5
21890,2913,5
21890,3290,5
21890,3312,4
21890,3478,4
21890,3605,5
21890,3713,4
21890,3925,5
21890,3938,4
21890,4123,5
21890,4432,4
21890,4484,5
21890,4640,4
21890,4697,4
21890,4727,5
21890,4829,2
21890,4883,5
21890,4914,4
21890,4932,5
21890,4951,5
21890,4956,5
21890,4988,4
21890,5293,5
21890,5345,4
21890,5360,5
21890,5695,1
21890,5732,5
21890,5778,5
21890,6099,5
21890,6117,4
21890,6134,4
21890,6287,5
21890,6450,2
21890,6829,5
21890,6972,3
21890,7155,5
21890,7240,5
21890,7635,3
21890,7745,5
21890,7937,5
21890,8292,5
21890,8393,5
21890,8743,5
21890,8915,5
21890,9111,5
21890,9156,5
21890,9189,5
22019,499,4
22019,1110,5
22019,1145,1
22019,1394,2
22019,1402,4
22019,1500,5
22019,2448,4
22019,2506,5
22019,2525,2
22019,2965,2
22019,3106,4
22019,3217,4
22019,3756,2
22019,4197,3
22019,4229,3
22019,4830,5
22019,5104,4
22019,5317,3
22019,5475,5
22019,5917,2
22019,5941,4
22019,6134,5
22019,6287,5
22019,6309,5
22019,6445,5
22019,6633,5
22019,6799,5
22019,6931,4
22019,6966,3
22019,7043,5
22019,7393,5
22019,7640,5
22019,7644,5
22019,7907,5
22019,8382,2
22019,8782,1
22019,9042,3
25361,18,4
25361,2452,5
25361,3138,3
25361,3610,3
25361,3962,4
25361,4353,5
25361,4360,5
25361,4773,4
25361,4865,5
25361,5103,4
25361,5293,4
25361,5549,5
25361,5582,5
25361,5760,5
25361,5805,5
25361,6196,5
25361,6615,3
25361,6844,4
25361,6972,3
25361,7057,5
25361,7234,3
25361,8116,5
25361,8229,5
25361,8915,5
30155,133,5
30155,175,3
30155,483,1
30155,1406,2
30155,1843,1
30155,1865,1
30155,1962,5
30155,2102,5
30155,2152,1
30155,3151,1
30155,3860,2
30155,3938,5
30155,4123,1
30155,4745,1
30155,4919,5
30155,4972,1
30155,5103,5
30155,5297,5
30155,5317,1
30155,5318,5
30155,6386,1
30155,6750,5
30155,6833,5
30155,7240,1
30155,8764,5
30155,8782,1
30155,9144,3
33748,175,2
33748,483,2
33748,1428,4
33748,1556,4
33748,1798,4
33748,1810,3
33748,1865,3
33748,2782,5
33748,3290,3
33748,3541,2
33748,3582,2
33748,3825,4
33748,3875,4
33748,3954,2
33748,5496,2
33748,5639,4
33748,5732,4
33748,5939,3
33748,6235,3
33748,6475,3
33748,6533,4
33748,7219,3
33748,7281,3
33748,7360,2
33748,7617,3
33748,7624,2
33748,8327,4
33748,8605,4
33748,9054,2
39482,1110,5
39482,1905,5
39482,1962,4
39482,3441,3
39482,3860,5
39482,4432,4
39482,5239,5
39482,5320,2
39482,5345,4
39482,5401,3
39482,5836,3
39482,6631,3
39482,6736,3
39482,6859,4
39719,516,5
39719,1180,4
39719,1307,3
39719,1406,4
39719,1470,3
39719,2380,3
39719,2499,2
39719,2800,3
39719,3148,3
39719,3466,3
39719,3626,1
39719,4123,4
39719,4155,4
39719,4545,5
39719,4656,4
39719,4883,3
39719,5137,4
39719,5607,2
39719,6287,2
39719,7381,3
39719,7397,3
39719,7416,1
39719,8078,3
39719,8307,3
39719,8512,2
39719,8782,3
39719,9110,2
42272,886,2
42272,962,4
42272,1110,3
42272,1220,4
42272,1905,4
42272,2372,4
42272,3151,1
42272,3624,4
42272,3962,4
42272,4141,4
42272,4432,4
42272,4931,2
42272,4951,4
42272,4972,4
42272,5345,2
42272,5401,1
42272,5496,2
42272,6037,4
42272,7184,3
42272,7624,3
42272,9134,2
42856,111,3
42856,148,3
42856,187,3
42856,255,3
42856,299,3
42856,329,3
42856,357,4
42856,551,3
42856,563,3
42856,571,3
42856,708,4
42856,758,4
42856,759,4
42856,798,5
42856,985,5
42856,1102,3
42856,1145,4
42856,1180,5
42856,1193,3
42856,1305,3
42856,1470,4
42856,1561,1
42856,1590,4
42856,1650,4
42856,1700,4
42856,1861,3
42856,1962,4
42856,1975,3
42856,2122,3
42856,2152,4
42856,2452,5
42856,2499,4
42856,2612,3
42856,2743,4
42856,2779,3
42856,3071,4
42856,3106,4
42856,3254,3
42856,3368,4
42856,3427,4
42856,3463,3
42856,3466,3
42856,4043,5
42856,4056,3
42856,4100,5
42856,4306,4
42856,4356,4
42856,4577,5
42856,4656,4
42856,4670,2
42856,4683,3
42856,4698,3
42856,4745,3
42856,4906,4
42856,5054,4
42856,5104,4
42856,5153,2
42856,5571,4
42856,5589,3
42856,5614,4
42856,5628,3
42856,5724,4
42856,5732,5
42856,5924,4
42856,6030,4
42856,6037,4
42856,6042,3
42856,6206,4
42856,6350,3
42856,6552,3
42856,6555,3
